Id,carat,cut,color,clarity,depth,table,price,x,y,z
21605,0.3,Premium,E,SI1,61.3,60.0,675,4.31,4.27,2.63
21606,0.36,Ideal,D,SI2,62.0,56.0,689,4.6,4.56,2.84
21607,0.4,Premium,J,SI1,61.4,58.0,675,4.79,4.76,2.93
21608,1.11,Ideal,F,VS2,61.6,57.0,7740,6.65,6.67,4.1
21609,0.33,Ideal,G,VVS2,61.7,56.0,752,4.42,4.46,2.74
21610,0.7,Good,F,SI1,58.7,61.0,2264,5.77,5.81,3.4
21611,1.0,Very Good,F,SI2,62.8,57.0,4081,6.37,6.44,4.02
21612,0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
21613,1.53,Premium,H,SI1,62.0,60.0,7608,7.31,7.27,4.55
21614,0.51,Good,D,VS2,63.7,57.0,1549,5.0,5.05,3.2
21615,0.4,Very Good,D,VS2,62.8,57.0,982,4.68,4.72,2.95
21616,1.5,Good,E,VS2,63.9,58.0,13846,7.21,7.19,4.6
21617,0.4,Premium,H,VS1,62.6,58.0,1035,4.71,4.68,2.94
21618,2.29,Very Good,H,SI2,63.4,57.0,11502,8.4,8.33,5.3
21619,1.01,Good,E,VS1,63.6,57.0,7665,6.41,6.35,4.06
21620,0.4,Ideal,E,VVS2,61.6,56.0,988,4.73,4.78,2.93
21621,1.52,Premium,G,SI2,60.9,57.0,8299,7.5,7.44,4.55
21622,0.3,Ideal,H,VVS2,62.1,55.0,590,4.33,4.36,2.7
21623,1.02,Ideal,F,SI2,62.1,56.0,4238,6.44,6.41,3.99
21624,0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
21625,1.24,Ideal,F,VS2,61.7,53.0,8983,6.93,6.9,4.27
21626,0.32,Ideal,E,VVS1,62.5,56.0,814,4.38,4.42,2.75
21627,0.3,Premium,E,VS2,61.7,58.0,844,4.34,4.32,2.67
21628,0.42,Ideal,G,VVS1,61.2,57.0,1235,4.82,4.78,2.94
21629,0.65,Premium,F,VS2,59.0,62.0,1853,5.68,5.65,3.34
21630,0.29,Ideal,H,IF,62.1,55.0,607,4.26,4.29,2.65
21631,1.23,Premium,G,SI1,62.5,62.0,5039,6.87,6.78,4.27
21632,0.3,Premium,E,VS2,60.0,58.0,844,4.4,4.37,2.63
21633,1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32
21634,1.3,Fair,E,I1,66.5,58.0,2571,6.79,6.75,4.5
21635,1.02,Ideal,I,VS2,62.7,56.0,4281,6.37,6.43,4.01
21636,0.47,Good,F,VS1,60.0,60.1,1243,5.04,5.06,3.03
21637,1.5,Premium,H,SI1,62.7,58.0,9768,7.27,7.34,4.58
21638,0.34,Premium,F,VS2,62.9,58.0,880,4.46,4.44,2.8
21639,0.4,Ideal,F,VVS1,62.5,57.0,1323,4.75,4.72,2.96
21640,1.05,Premium,H,SI2,63.0,59.0,4234,6.48,6.44,4.07
21641,0.31,Ideal,E,VVS2,61.2,56.0,979,4.37,4.39,2.68
21642,0.3,Very Good,H,SI2,63.2,55.0,485,4.29,4.26,2.7
21643,2.28,Premium,I,SI1,61.6,58.0,17673,8.43,8.46,5.2
21644,0.31,Ideal,E,SI2,59.5,61.0,421,4.42,4.45,2.64
21645,0.72,Premium,H,SI2,61.8,56.0,2144,5.79,5.73,3.56
21646,0.31,Premium,G,VS1,61.2,60.0,802,4.39,4.37,2.68
21647,0.51,Very Good,G,VS2,62.9,57.0,1438,5.06,5.12,3.2
21648,1.0,Good,E,SI2,57.7,65.0,3696,6.55,6.59,3.79
21649,0.72,Very Good,I,SI1,59.8,58.0,2026,5.84,5.87,3.5
21650,0.47,Ideal,G,SI2,61.3,56.0,784,4.98,5.01,3.06
21651,0.53,Ideal,H,SI2,61.5,56.0,1000,5.21,5.23,3.21
21652,0.56,Very Good,E,SI1,62.8,57.6,1659,5.26,5.31,3.32
21653,0.56,Ideal,D,SI1,62.3,56.0,1814,5.33,5.26,3.3
21654,0.32,Premium,E,VS2,60.5,55.0,900,4.49,4.43,2.7
21655,0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56
21656,0.28,Ideal,I,VS1,62.5,54.0,448,4.18,4.23,2.63
21657,0.71,Ideal,D,SI1,61.2,53.0,2531,5.8,5.76,3.54
21658,0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
21659,0.52,Ideal,G,SI2,61.3,56.0,1150,5.19,5.22,3.19
21660,0.9,Very Good,F,SI2,63.4,59.0,3605,6.07,6.11,3.86
21661,0.54,Fair,F,SI1,64.8,59.0,1944,5.11,5.05,3.29
21662,1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88
21663,0.35,Premium,H,VS1,61.3,59.0,614,4.54,4.57,2.79
21664,1.2,Ideal,E,VVS1,61.6,57.0,13597,6.83,6.78,4.19
21665,0.36,Ideal,F,IF,62.2,55.0,1137,4.57,4.62,2.86
21666,0.3,Ideal,F,VVS2,62.2,55.0,684,4.29,4.33,2.68
21667,1.15,Premium,I,SI1,62.2,59.0,4830,6.75,6.68,4.18
21668,1.31,Ideal,F,VS2,59.6,60.0,10243,7.06,7.16,4.24
21669,2.17,Premium,F,SI2,59.3,61.0,13084,8.6,8.53,5.08
21670,0.24,Very Good,F,SI1,60.9,61.0,404,4.02,4.03,2.45
21671,0.31,Premium,E,SI1,59.2,60.0,544,4.36,4.42,2.6
21672,0.36,Very Good,H,VS2,60.0,62.0,568,4.58,4.62,2.76
21673,1.01,Premium,D,SI1,62.0,60.0,6066,6.37,6.4,3.96
21674,0.3,Good,G,VS2,63.9,55.0,526,4.27,4.28,2.73
21675,0.55,Premium,G,SI1,60.2,59.0,1848,5.32,5.28,3.19
21676,1.51,Premium,F,SI1,62.8,59.0,11666,7.31,7.28,4.58
21677,0.51,Ideal,H,SI2,61.9,54.0,983,5.13,5.15,3.18
21678,0.58,Very Good,H,VVS1,63.3,55.0,1979,5.27,5.31,3.35
21679,0.72,Ideal,H,VVS1,61.5,57.0,3180,5.74,5.76,3.54
21680,0.32,Ideal,D,VS2,61.0,57.0,972,4.46,4.42,2.71
21681,0.33,Premium,E,SI1,60.9,58.0,743,4.5,4.46,2.73
21682,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94
21683,0.92,Ideal,G,SI1,62.6,56.0,4173,6.21,6.19,3.88
21684,0.9,Ideal,G,SI2,61.4,56.0,4044,6.19,6.23,3.81
21685,0.33,Premium,G,VS1,61.8,59.0,666,4.39,4.45,2.73
21686,0.71,Premium,F,VS1,60.1,62.0,2790,5.77,5.74,3.46
21687,0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9
21688,0.71,Very Good,D,SI1,63.6,58.0,2764,5.64,5.68,3.6
21689,1.0,Ideal,D,VVS1,60.7,56.0,14498,6.47,6.54,3.95
21690,0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97
21691,0.52,Ideal,G,VS1,62.7,56.0,1815,5.16,5.14,3.23
21692,0.81,Premium,I,SI1,61.8,58.0,2313,5.97,5.91,3.68
21693,0.4,Premium,D,VS1,62.1,58.0,1123,4.7,4.73,2.93
21694,0.56,Ideal,F,VS2,61.0,55.0,1708,5.33,5.35,3.26
21695,1.0,Very Good,E,SI2,63.0,54.0,4630,6.33,6.37,4.0
21696,0.51,Very Good,E,VVS2,61.3,55.0,2320,5.14,5.16,3.16
21697,0.31,Ideal,F,IF,60.8,56.0,888,4.43,4.45,2.7
21698,0.6,Very Good,H,SI1,63.1,60.0,1402,5.3,5.35,3.36
21699,0.35,Very Good,G,VS1,62.5,55.0,706,4.51,4.55,2.83
21700,1.0,Premium,D,SI1,62.2,58.0,5096,6.28,6.23,3.89
21701,0.7,Very Good,I,SI1,62.8,59.0,1763,5.63,5.67,3.55
21702,0.51,Good,E,SI1,63.9,56.0,1343,5.07,5.11,3.25
21703,1.11,Premium,I,SI2,61.8,58.0,4120,6.61,6.66,4.1
21704,0.36,Ideal,H,VVS1,62.0,54.8,764,4.57,4.59,2.84
21705,0.51,Premium,F,SI2,62.3,62.0,956,5.09,5.02,3.15
21706,1.01,Very Good,E,VS2,62.9,60.0,6714,6.36,6.4,4.01
21707,0.78,Good,I,SI1,63.1,56.0,2116,5.82,5.88,3.69
21708,0.73,Ideal,D,SI1,61.8,56.0,3189,5.8,5.76,3.57
21709,0.5,Fair,G,SI2,65.6,56.0,1035,4.99,4.92,3.25
21710,1.38,Very Good,F,VS1,61.4,61.0,11286,7.1,7.14,4.37
21711,1.54,Very Good,I,SI2,59.4,61.0,7589,7.49,7.56,4.47
21712,0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
21713,0.42,Ideal,D,VS2,62.4,55.0,1103,4.82,4.8,3.0
21714,0.63,Ideal,D,VS2,62.1,55.0,2373,5.5,5.52,3.42
21715,0.39,Very Good,J,VS2,63.3,56.0,746,4.63,4.6,2.92
21716,0.33,Ideal,G,SI1,62.2,54.0,475,4.42,4.45,2.76
21717,1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88
21718,0.9,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85
21719,0.41,Ideal,G,SI2,61.9,54.0,666,4.81,4.78,2.97
21720,1.0,Very Good,F,VS1,63.7,57.0,7350,6.33,6.35,4.04
21721,0.95,Ideal,H,SI1,61.9,56.0,4508,6.29,6.35,3.91
21722,1.01,Premium,H,SI2,60.6,61.0,3959,6.45,6.38,3.89
21723,0.81,Fair,F,SI2,68.8,79.0,2301,5.26,5.2,3.58
21724,0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
21725,0.5,Good,E,SI1,64.2,59.0,1155,5.03,4.97,3.21
21726,2.0,Fair,H,SI2,65.2,55.0,11600,7.9,7.85,5.13
21727,0.9,Ideal,G,SI1,62.4,55.0,4036,6.19,6.15,3.85
21728,0.55,Ideal,H,SI2,62.2,54.0,1057,5.28,5.3,3.29
21729,1.2,Ideal,H,SI1,62.9,57.0,5510,6.79,6.76,4.26
21730,0.58,Ideal,E,VS1,61.8,57.0,2046,5.33,5.35,3.3
21731,0.56,Ideal,D,VS1,62.6,55.0,2057,5.25,5.29,3.3
21732,1.2,Ideal,H,SI1,62.2,56.0,6471,6.8,6.77,4.23
21733,1.0,Premium,F,SI2,61.6,58.0,4480,6.44,6.35,3.94
21734,0.72,Premium,I,SI1,61.5,59.0,2148,5.73,5.78,3.54
21735,0.41,Ideal,E,VS1,62.1,55.0,1079,4.75,4.78,2.96
21736,0.42,Premium,G,SI1,62.7,59.0,717,4.72,4.75,2.97
21737,1.24,Premium,E,SI2,60.8,57.0,4278,6.98,6.94,4.23
21738,1.24,Ideal,G,SI1,61.0,56.4,6895,6.93,6.99,4.25
21739,0.96,Fair,E,SI2,57.7,67.0,3674,6.49,6.46,3.73
21740,2.0,Premium,I,SI2,58.6,61.0,14199,8.28,8.16,4.82
21741,1.71,Good,G,SI2,63.7,57.0,6847,7.54,7.5,4.79
21742,0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
21743,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
21744,0.76,Very Good,F,VVS2,62.9,58.0,3640,5.76,5.85,3.65
21745,0.28,Ideal,F,VVS2,62.5,57.0,642,4.18,4.21,2.62
21746,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
21747,0.71,Very Good,G,SI2,63.4,56.0,2086,5.68,5.62,3.58
21748,0.32,Premium,H,VVS1,62.7,57.0,936,4.41,4.36,2.75
21749,1.5,Good,I,SI1,61.1,63.0,8254,7.27,7.34,4.46
21750,0.36,Ideal,H,VVS2,62.3,57.0,726,4.52,4.57,2.83
21751,1.06,Ideal,I,SI1,61.8,55.0,5697,6.54,6.57,4.04
21752,0.74,Ideal,H,VS1,62.1,55.0,3254,5.82,5.84,3.62
21753,0.4,Premium,H,VS1,62.7,59.0,938,4.71,4.63,2.93
21754,0.23,Good,E,VVS2,63.4,61.0,485,3.85,3.91,2.46
21755,0.65,Ideal,E,SI1,61.8,55.0,1862,5.57,5.6,3.45
21756,1.51,Ideal,I,VS2,61.6,54.0,9891,7.38,7.42,4.57
21757,0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66
21758,2.01,Very Good,I,SI2,60.5,59.0,14637,8.19,8.26,4.98
21759,1.0,Good,D,VS1,64.0,58.0,6250,6.27,6.21,3.99
21760,0.73,Ideal,E,SI1,60.9,56.0,2361,5.84,5.79,3.54
21761,1.0,Good,I,VS1,63.9,56.0,4499,6.18,6.37,4.01
21762,0.5,Ideal,E,VS2,61.4,57.0,1746,5.11,5.08,3.13
21763,0.23,Ideal,G,VVS1,60.8,57.0,536,3.96,3.99,2.41
21764,1.01,Good,H,SI1,62.9,57.0,4496,6.27,6.36,3.97
21765,0.41,Ideal,E,SI1,62.7,57.0,755,4.74,4.77,2.98
21766,1.52,Ideal,H,VS2,61.8,55.1,11333,7.38,7.42,4.58
21767,1.24,Ideal,G,VS2,62.0,57.0,9188,6.87,6.84,4.25
21768,0.31,Premium,F,VS2,59.0,59.0,625,4.44,4.47,2.63
21769,1.2,Good,H,SI2,59.7,63.0,5085,6.84,6.87,4.09
21770,0.31,Premium,E,VS2,60.3,58.0,680,4.37,4.42,2.65
21771,1.2,Very Good,J,VS2,63.1,56.0,4232,6.77,6.71,4.25
21772,0.41,Ideal,F,VVS1,61.9,56.0,1295,4.77,4.79,2.96
21773,0.56,Ideal,F,VVS2,61.9,56.0,2298,5.28,5.32,3.28
21774,0.59,Ideal,G,VS1,61.1,58.0,1916,5.39,5.41,3.3
21775,0.38,Ideal,D,SI2,61.1,56.0,812,4.71,4.65,2.86
21776,0.31,Ideal,H,VVS2,61.4,56.0,609,4.38,4.41,2.7
21777,0.5,Very Good,E,SI1,60.7,58.0,1351,5.09,5.13,3.1
21778,0.36,Very Good,D,SI2,63.0,59.0,501,4.49,4.52,2.84
21779,0.61,Good,G,VS2,61.2,62.8,1821,5.38,5.42,3.3
21780,0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79
21781,0.33,Ideal,G,VS1,61.1,56.0,666,4.46,4.48,2.73
21782,1.24,Ideal,I,SI2,60.7,57.0,4812,6.98,6.92,4.22
21783,0.3,Very Good,H,SI1,58.7,63.0,393,4.32,4.37,2.55
21784,0.91,Ideal,D,SI1,60.6,56.0,5717,6.27,6.3,3.81
21785,0.91,Very Good,D,SI1,59.3,58.0,4253,6.33,6.38,3.77
21786,0.56,Ideal,H,VS1,61.6,56.0,1949,5.31,5.34,3.28
21787,0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.37,2.69
21788,0.53,Good,F,SI1,63.8,56.0,1268,5.13,5.16,3.28
21789,0.32,Very Good,G,VS1,60.8,56.0,660,4.45,4.48,2.71
21790,0.73,Premium,D,VS1,60.0,58.0,3620,5.86,5.9,3.53
21791,0.31,Ideal,G,VVS1,62.5,56.0,772,4.3,4.34,2.69
21792,0.91,Very Good,J,SI1,62.8,59.0,2956,6.14,6.19,3.87
21793,0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69
21794,0.51,Good,E,SI1,63.6,58.0,1434,5.0,4.97,3.17
21795,0.7,Ideal,F,SI1,61.3,57.0,2700,5.75,5.71,3.51
21796,0.9,Very Good,I,VS1,62.6,58.0,3447,6.14,6.17,3.85
21797,1.01,Ideal,G,VS1,62.1,54.0,7262,6.41,6.43,3.99
21798,1.56,Very Good,I,VS1,58.2,59.0,10523,7.65,7.7,4.47
21799,0.4,Ideal,H,VVS2,62.4,57.0,877,4.69,4.73,2.94
21800,0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
21801,0.4,Ideal,I,VVS2,62.4,55.0,1035,4.73,4.7,2.94
21802,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
21803,1.16,Ideal,J,SI1,61.8,55.0,5124,6.75,6.78,4.18
21804,1.05,Premium,G,VS1,61.6,58.0,7063,6.51,6.48,4.0
21805,0.7,Ideal,I,VVS2,62.5,54.0,2353,5.68,5.71,3.56
21806,1.55,Premium,J,VS1,62.6,59.0,8749,7.4,7.35,4.62
21807,0.29,Very Good,F,VVS2,60.1,58.0,664,4.32,4.37,2.61
21808,1.03,Ideal,D,SI1,61.2,55.0,5804,6.51,6.57,4.0
21809,1.59,Ideal,I,SI1,62.1,57.0,8835,7.48,7.46,4.64
21810,0.3,Very Good,I,VVS1,61.2,60.0,552,4.27,4.29,2.62
21811,0.52,Ideal,H,IF,62.1,57.0,1956,5.13,5.16,3.19
21812,0.51,Good,E,SI1,63.9,54.0,1443,5.09,5.05,3.24
21813,1.1,Premium,I,SI1,61.2,61.0,4725,6.66,6.61,4.01
21814,0.31,Ideal,G,VS2,62.9,56.0,698,4.34,4.28,2.71
21815,0.51,Premium,F,VS2,61.4,58.0,1619,5.13,5.09,3.14
21816,0.41,Very Good,I,SI1,63.3,60.0,680,4.71,4.64,2.96
21817,0.3,Ideal,J,VS1,62.0,57.0,411,4.28,4.3,2.66
21818,0.53,Good,E,SI1,63.6,56.0,1224,5.19,5.1,3.27
21819,0.74,Very Good,I,VS1,63.4,57.0,2353,5.81,5.76,3.67
21820,1.51,Ideal,H,VS2,61.4,58.0,10861,7.36,7.42,4.54
21821,0.4,Premium,E,VS1,61.8,55.0,1125,4.76,4.72,2.93
21822,0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,4.34,2.6
21823,0.44,Very Good,I,VVS1,60.8,57.0,926,4.88,4.93,2.98
21824,0.34,Ideal,J,VS1,61.9,55.0,413,4.5,4.54,2.8
21825,0.34,Premium,I,VVS2,61.5,60.0,596,4.45,4.49,2.75
21826,1.11,Premium,I,VS2,60.4,58.0,4942,6.79,6.73,4.08
21827,0.71,Premium,G,VS2,63.0,56.0,2735,5.7,5.69,3.59
21828,1.8,Premium,I,SI2,61.8,59.0,8457,7.9,7.8,4.85
21829,0.76,Ideal,E,SI1,61.5,56.0,3003,5.89,5.91,3.63
21830,0.53,Premium,H,VS2,59.1,59.0,1356,5.33,5.26,3.13
21831,1.37,Premium,G,VS2,61.6,59.0,7951,7.11,7.04,4.36
21832,0.27,Very Good,E,VS1,61.9,59.0,470,4.16,4.21,2.59
21833,1.76,Premium,D,SI1,61.0,60.0,12063,7.76,7.68,4.77
21834,1.06,Premium,D,SI1,59.4,57.0,5817,6.72,6.65,3.97
21835,0.71,Ideal,E,SI1,60.3,57.0,2590,5.77,5.81,3.49
21836,0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94
21837,1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95
21838,0.36,Very Good,G,IF,60.4,62.0,1002,4.6,4.64,2.79
21839,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55
21840,0.52,Very Good,E,VS1,61.8,60.0,2021,5.14,5.18,3.19
21841,0.35,Ideal,E,VS1,61.9,56.0,1063,4.53,4.51,2.8
21842,1.34,Very Good,H,SI1,62.4,58.0,7636,6.98,7.02,4.37
21843,0.9,Premium,G,VS2,60.8,61.0,4259,6.22,6.12,3.75
21844,0.4,Ideal,F,VVS2,61.1,57.0,1039,4.8,4.73,2.91
21845,0.51,Ideal,E,VS1,61.5,56.0,1851,5.16,5.11,3.16
21846,0.5,Ideal,E,VS2,62.1,57.0,1629,5.1,5.05,3.15
21847,1.26,Good,J,VS2,63.2,57.3,5211,6.81,6.86,4.32
21848,1.5,Very Good,H,VS1,63.3,59.0,9173,7.15,7.1,4.51
21849,1.11,Ideal,E,SI2,61.2,55.0,5358,6.72,6.68,4.1
21850,1.04,Ideal,H,SI2,61.7,55.0,4557,6.49,6.53,4.02
21851,0.3,Good,G,VVS1,63.1,58.0,789,4.28,4.31,2.71
21852,1.0,Good,H,SI1,63.9,56.0,4389,6.28,6.31,4.02
21853,1.5,Ideal,I,I1,61.3,57.0,5695,7.39,7.36,4.52
21854,0.52,Good,F,VS1,61.2,62.0,1710,5.12,5.05,3.11
21855,0.73,Premium,F,SI1,61.9,60.0,2504,5.78,5.81,3.59
21856,1.25,Ideal,H,VVS2,60.6,57.0,8036,7.0,6.97,4.23
21857,1.01,Good,G,VS2,63.6,56.0,10181,6.31,6.24,3.99
21858,0.32,Very Good,D,VS2,62.9,59.0,657,4.36,4.39,2.75
21859,0.23,Premium,E,VVS1,61.3,60.0,680,4.01,3.95,2.44
21860,0.7,Premium,E,SI2,61.8,58.0,2037,5.73,5.7,3.53
21861,1.0,Premium,F,SI1,60.8,59.0,4234,6.44,6.38,3.9
21862,0.32,Premium,G,SI1,60.5,59.0,612,4.43,4.39,2.67
21863,0.7,Premium,F,VS2,62.6,61.0,2717,5.66,5.61,3.53
21864,0.51,Ideal,H,IF,60.3,58.0,1899,5.15,5.17,3.11
21865,0.36,Good,F,VS1,63.9,54.0,905,4.52,4.5,2.88
21866,1.06,Ideal,I,SI2,62.4,57.0,3975,6.48,6.54,4.06
21867,0.9,Good,H,VS2,64.0,57.0,3601,6.11,6.14,3.92
21868,1.01,Very Good,I,SI1,63.5,59.0,4412,6.36,6.31,4.02
21869,1.59,Ideal,D,SI2,61.6,55.0,8975,7.48,7.45,4.6
21870,1.55,Premium,H,VS2,60.7,58.0,11567,7.51,7.47,4.55
21871,1.0,Very Good,H,VS1,63.3,53.0,4732,6.37,6.29,4.01
21872,0.34,Ideal,F,VVS2,61.8,56.0,914,4.49,4.47,2.77
21873,1.51,Ideal,E,SI1,62.2,56.0,13254,7.31,7.36,4.56
21874,0.57,Good,F,VS1,60.0,61.0,1801,5.35,5.38,3.22
21875,0.84,Premium,E,VS2,62.4,60.0,3591,5.98,6.04,3.75
21876,1.01,Ideal,E,SI1,61.6,59.0,5590,6.43,6.4,3.95
21877,0.71,Premium,E,SI2,60.5,59.0,2340,5.78,5.75,3.49
21878,0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
21879,1.25,Ideal,G,VVS2,62.2,55.0,10983,6.87,6.93,4.29
21880,1.6,Good,H,VS1,59.9,61.0,12546,7.59,7.56,4.54
21881,0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84
21882,0.3,Ideal,H,VS2,61.0,56.0,501,4.33,4.37,2.65
21883,0.3,Premium,F,IF,61.6,58.0,947,4.32,4.35,2.67
21884,0.41,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
21885,0.41,Very Good,I,VVS1,63.1,58.0,847,4.68,4.74,2.97
21886,0.7,Ideal,D,VS1,62.2,56.0,3535,5.69,5.72,3.55
21887,1.22,Good,H,SI2,61.5,64.0,4782,6.93,6.87,4.25
21888,0.51,Ideal,H,SI1,61.7,55.0,1354,5.12,5.16,3.17
21889,1.52,Very Good,F,VVS2,63.7,57.0,16786,7.28,7.31,4.65
21890,0.51,Good,G,VVS1,63.2,58.0,1872,5.08,5.11,3.22
21891,2.01,Premium,J,SI1,59.3,62.0,12369,8.2,8.15,4.85
21892,0.71,Good,J,VS2,60.6,61.0,1922,5.7,5.79,3.48
21893,0.38,Ideal,D,VS2,60.7,56.0,808,4.69,4.74,2.86
21894,0.7,Premium,G,VS2,61.8,58.0,2479,5.66,5.64,3.49
21895,0.32,Premium,D,VS2,61.7,58.0,972,4.38,4.34,2.69
21896,0.3,Ideal,I,VVS1,62.2,54.0,532,4.29,4.35,2.68
21897,1.06,Ideal,G,SI2,61.0,57.0,4578,6.56,6.61,4.02
21898,0.71,Very Good,E,VVS1,62.8,59.0,4228,5.66,5.71,3.57
21899,0.3,Good,D,SI2,60.8,65.0,536,4.29,4.26,2.6
21900,0.37,Ideal,H,IF,61.7,53.0,936,4.66,4.68,2.88
21901,1.01,Premium,I,SI2,62.9,58.0,3461,6.34,6.31,3.98
21902,0.32,Premium,H,SI1,61.8,56.0,591,4.43,4.4,2.73
21903,0.7,Premium,E,SI1,61.1,60.0,1971,5.69,5.56,3.44
21904,1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44
21905,1.52,Very Good,G,VS1,62.1,57.0,12968,7.27,7.32,4.53
21906,0.29,Very Good,G,VVS1,62.0,55.0,607,4.27,4.29,2.65
21907,1.0,Premium,F,VVS1,63.0,56.0,8154,6.37,6.32,4.0
21908,1.0,Premium,G,VS2,61.3,62.0,6048,6.43,6.32,3.91
21909,1.2,Ideal,F,VS2,62.3,55.0,8486,6.83,6.79,4.24
21910,0.4,Premium,E,SI1,62.0,61.0,882,4.71,4.67,2.91
21911,0.3,Premium,F,SI1,62.1,61.0,641,4.29,4.25,2.65
21912,2.03,Very Good,I,VS2,59.9,57.0,17297,8.14,8.25,4.91
21913,0.29,Very Good,D,VVS2,62.9,58.0,664,4.2,4.29,2.67
21914,1.51,Premium,G,SI1,62.2,58.0,10688,7.3,7.26,4.53
21915,0.51,Very Good,H,VVS1,60.9,56.0,1668,5.17,5.22,3.16
21916,1.03,Fair,G,SI2,65.7,58.0,3530,6.32,6.26,4.13
21917,0.23,Very Good,D,VS2,62.9,57.0,402,3.92,3.97,2.48
21918,1.24,Ideal,G,VVS2,61.2,56.0,9362,6.88,6.92,4.22
21919,0.5,Fair,I,VS1,66.9,56.0,969,4.85,4.81,3.23
21920,1.51,Premium,J,SI1,63.0,58.0,7441,7.32,7.28,4.6
21921,1.2,Good,G,VS2,62.2,58.0,7380,6.72,6.76,4.19
21922,1.04,Premium,D,SI2,61.6,58.0,4811,6.52,6.46,4.0
21923,1.02,Very Good,F,SI1,60.2,58.0,6195,6.49,6.54,3.92
21924,1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95
21925,1.52,Premium,D,SI1,59.8,58.0,12823,7.55,7.51,4.5
21926,0.31,Good,F,SI1,63.1,55.0,516,4.28,4.34,2.72
21927,0.9,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88
21928,0.3,Ideal,I,SI1,61.9,57.0,422,4.29,4.31,2.66
21929,0.91,Premium,H,SI1,62.8,58.0,3669,6.16,6.13,3.86
21930,0.77,Very Good,I,VS2,60.2,59.0,2584,5.89,5.97,3.57
21931,0.31,Ideal,E,VS1,61.6,56.0,734,4.35,4.38,2.69
21932,0.72,Premium,F,SI1,59.9,58.0,2742,5.85,5.81,3.49
21933,0.75,Premium,H,SI2,63.0,58.0,2295,5.79,5.76,3.64
21934,0.33,Ideal,G,VVS2,60.4,57.0,761,4.48,4.52,2.72
21935,0.29,Good,E,VVS2,62.7,61.0,633,4.2,4.22,2.64
21936,0.32,Very Good,I,VVS1,60.9,57.0,596,4.45,4.48,2.71
21937,0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67
21938,0.43,Premium,F,VS2,61.0,57.0,968,4.87,4.84,2.96
21939,0.38,Good,D,VVS1,61.3,61.0,1159,4.68,4.72,2.88
21940,0.28,Good,F,VS1,58.3,58.0,487,4.33,4.35,2.53
21941,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55
21942,1.98,Premium,I,VS1,62.5,58.0,16171,7.95,7.99,4.98
21943,0.33,Ideal,D,SI2,61.3,56.0,492,4.45,4.49,2.74
21944,0.31,Ideal,G,SI2,62.0,55.0,391,4.34,4.37,2.7
21945,0.31,Ideal,G,VVS1,61.8,54.0,789,4.39,4.41,2.72
21946,0.72,Fair,E,SI1,56.9,61.0,2498,5.91,5.97,3.38
21947,0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41
21948,1.0,Premium,F,VVS2,61.9,61.0,7204,6.45,6.32,3.95
21949,1.05,Premium,H,VS2,59.0,59.0,5468,6.71,6.68,3.95
21950,0.72,Very Good,E,SI1,61.6,58.0,2688,5.74,5.78,3.55
